,SK_ID_CURR,TARGET
17114,161227,
17115,161230,0.0
17116,161231,
17117,161232,1.0
17118,161236,0.0
17119,161240,
17120,161241,0.0
17121,161245,0.0
17122,161246,0.0
17123,161247,0.0
17124,161256,0.0
17125,161257,0.0
17126,161264,0.0
17127,161271,0.0
17128,161273,0.0
17129,161277,0.0
17130,161280,0.0
17131,161284,
17132,161286,0.0
17133,161287,0.0
17134,161288,
17135,161289,
17136,161290,0.0
17137,161294,0.0
17138,161298,
17139,161302,0.0
17140,161308,1.0
17141,161309,
17142,161311,
17143,161316,0.0
17144,161319,0.0
17145,161321,0.0
17146,161322,1.0
17147,161325,
17148,161335,0.0
17149,161350,
17150,161367,0.0
17151,161369,0.0
17152,161371,0.0
17153,161373,0.0
17154,161381,0.0
17155,161386,0.0
17156,161387,0.0
17157,161392,0.0
17158,161393,0.0
17159,161394,0.0
17160,161402,0.0
17161,161404,0.0
17162,161405,
17163,161407,0.0
17164,161416,0.0
17165,161419,0.0
17166,161421,
17167,161425,
17168,161435,
17169,161445,0.0
17170,161447,0.0
17171,161449,
17172,161451,0.0
17173,161452,1.0
17174,161456,
17175,161458,0.0
17176,161460,0.0
17177,161462,
17178,161464,0.0
17179,161465,0.0
17180,161466,0.0
17181,161470,0.0
17182,161472,0.0
17183,161473,
17184,161474,
17185,161476,0.0
17186,161479,0.0
17187,161480,0.0
17188,161487,0.0
17189,161500,
17190,161504,0.0
17191,161507,0.0
17192,161509,1.0
17193,161512,0.0
17194,161515,0.0
17195,161517,0.0
17196,161521,0.0
17197,161532,0.0
17198,161538,0.0
17199,161541,0.0
17200,161542,0.0
17201,161543,
17202,161545,0.0
17203,161549,0.0
17204,161551,0.0
17205,161552,0.0
17206,161553,0.0
17207,161554,0.0
17208,161559,0.0
17209,161560,0.0
17210,161562,0.0
17211,161563,0.0
17212,161567,0.0
17213,161571,0.0
17214,161575,0.0
17215,161579,
17216,161585,0.0
17217,161591,0.0
17218,161595,
17219,161598,0.0
17220,161602,
17221,161609,0.0
17222,161617,0.0
17223,161624,1.0
17224,161628,0.0
17225,161629,0.0
17226,161636,0.0
17227,161644,0.0
17228,161645,1.0
17229,161646,
17230,161650,0.0
17231,161653,
17232,161655,0.0
17233,161663,0.0
17234,161665,
17235,161667,0.0
17236,161669,0.0
17237,161671,
17238,161673,
17239,161680,0.0
17240,161693,0.0
17241,161696,0.0
17242,161700,1.0
17243,161708,0.0
17244,161712,0.0
17245,161719,0.0
17246,161725,0.0
17247,161727,0.0
17248,161728,0.0
17249,161730,0.0
17250,161734,0.0
17251,161735,0.0
17252,161744,0.0
17253,161750,0.0
17254,161753,
17255,161758,0.0
17256,161767,0.0
17257,161770,0.0
17258,161777,
17259,161783,0.0
17260,161785,0.0
17261,161790,0.0
17262,161792,
17263,161793,0.0
17264,161796,0.0
17265,161797,0.0
17266,161799,0.0
17267,161807,
17268,161809,1.0
17269,161814,0.0
17270,161815,0.0
17271,161827,0.0
17272,161829,0.0
17273,161834,0.0
17274,161847,0.0
17275,161850,0.0
17276,161851,0.0
17277,161852,1.0
17278,161857,
17279,161858,0.0
17280,161859,0.0
17281,161861,0.0
17282,161863,0.0
17283,161872,0.0
17284,161874,0.0
17285,161875,0.0
17286,161883,
17287,161889,0.0
17288,161893,0.0
17289,161906,0.0
17290,161912,0.0
17291,161913,
17292,161918,
17293,161930,0.0
17294,161933,0.0
17295,161934,0.0
17296,161935,0.0
17297,161937,0.0
17298,161945,
17299,161947,0.0
17300,161948,
17301,161956,0.0
17302,161969,0.0
17303,161978,0.0
17304,161979,1.0
17305,161981,0.0
17306,161988,0.0
17307,161990,0.0
17308,161991,0.0
17309,161992,0.0
17310,161994,0.0
17311,161995,0.0
17312,161999,0.0
17313,162001,0.0
17314,162004,0.0
17315,162010,0.0
17316,162013,0.0
17317,162024,
17318,162026,
17319,162034,0.0
17320,162036,0.0
17321,162039,0.0
17322,162046,0.0
17323,162054,
17324,162059,0.0
17325,162060,
17326,162066,0.0
17327,162067,1.0
17328,162068,0.0
17329,162074,0.0
17330,162075,
17331,162077,0.0
17332,162078,0.0
17333,162079,0.0
17334,162080,0.0
17335,162081,0.0
17336,162082,0.0
17337,162084,0.0
17338,162086,0.0
17339,162087,1.0
17340,162092,0.0
17341,162111,
17342,162129,0.0
17343,162130,1.0
17344,162132,0.0
17345,162134,0.0
17346,162136,0.0
17347,162137,0.0
17348,162139,0.0
17349,162149,0.0
17350,162150,0.0
17351,162152,0.0
17352,162153,0.0
17353,162159,0.0
17354,162162,0.0
17355,162164,0.0
17356,162169,0.0
17357,162175,
17358,162179,0.0
17359,162180,0.0
17360,162181,0.0
17361,162188,0.0
17362,162189,
17363,162190,
17364,162196,
17365,162197,0.0
17366,162199,0.0
17367,162214,0.0
17368,162218,0.0
17369,162220,1.0
17370,162221,0.0
17371,162224,0.0
17372,162225,0.0
17373,162229,0.0
17374,162233,0.0
17375,162234,
17376,162236,0.0
17377,162241,
17378,162243,0.0
17379,162244,0.0
17380,162245,0.0
17381,162250,0.0
17382,162252,0.0
17383,162253,0.0
17384,162254,0.0
17385,162257,
17386,162259,0.0
17387,162260,0.0
17388,162263,0.0
17389,162265,0.0
17390,162266,0.0
17391,162268,
17392,162269,0.0
17393,162270,0.0
17394,162273,1.0
17395,162274,0.0
17396,162278,0.0
17397,162281,0.0
17398,162286,
17399,162288,0.0
17400,162291,0.0
17401,162296,0.0
17402,162299,0.0
17403,162300,0.0
17404,162301,0.0
17405,162304,0.0
17406,162307,
17407,162311,1.0
17408,162315,
17409,162317,
17410,162319,
17411,162320,0.0
17412,162328,0.0
17413,162330,
17414,162339,
17415,162352,
17416,162356,0.0
17417,162361,
17418,162371,
17419,162372,0.0
17420,162373,
17421,162377,0.0
17422,162380,
17423,162384,0.0
17424,162385,0.0
17425,162386,
17426,162388,0.0
17427,162389,0.0
17428,162402,0.0
17429,162403,0.0
17430,162415,0.0
17431,162416,0.0
17432,162419,0.0
17433,162422,0.0
17434,162426,0.0
17435,162431,0.0
17436,162434,0.0
17437,162443,0.0
17438,162447,0.0
17439,162448,0.0
17440,162451,
17441,162452,0.0
17442,162458,0.0
17443,162460,0.0
17444,162464,
17445,162469,0.0
17446,162471,
17447,162479,0.0
17448,162483,0.0
17449,162485,1.0
17450,162486,
17451,162488,0.0
17452,162492,
17453,162495,
17454,162501,1.0
17455,162507,0.0
17456,162508,
17457,162509,
17458,162543,0.0
17459,162546,0.0
17460,162547,0.0
17461,162553,
17462,162558,
17463,162560,0.0
17464,162563,0.0
17465,162566,
17466,162568,0.0
17467,162569,0.0
17468,162570,0.0
17469,162575,0.0
17470,162579,0.0
17471,162582,
17472,162587,
17473,162590,0.0
17474,162591,0.0
17475,162592,
17476,162597,0.0
17477,162600,0.0
17478,162602,
17479,162610,0.0
17480,162611,
17481,162617,1.0
17482,162624,
17483,162626,0.0
17484,162633,
17485,162635,
17486,162638,0.0
17487,162641,
17488,162648,0.0
17489,162651,
17490,162653,0.0
17491,162667,0.0
17492,162683,0.0
17493,162688,1.0
17494,162693,0.0
17495,162697,0.0
17496,162702,0.0
17497,162703,0.0
17498,162704,0.0
17499,162710,0.0
17500,162715,0.0
17501,162716,0.0
17502,162719,
17503,162724,0.0
17504,162726,0.0
17505,162727,0.0
17506,162731,0.0
17507,162736,0.0
17508,162738,0.0
17509,162742,
17510,162743,0.0
17511,162747,
17512,162750,0.0
17513,162751,0.0
17514,162752,
17515,162754,0.0
17516,162756,0.0
17517,162763,
17518,162764,
17519,162765,0.0
17520,162766,0.0
17521,162767,0.0
17522,162770,1.0
17523,162772,
17524,162781,
17525,162784,0.0
17526,162791,0.0
17527,162792,0.0
17528,162793,0.0
17529,162795,0.0
17530,162797,
17531,162798,
17532,162803,0.0
17533,162812,0.0
17534,162822,
17535,162843,0.0
17536,162845,0.0
17537,162847,0.0
17538,162848,
17539,162850,0.0
17540,162853,0.0
17541,162855,0.0
17542,162856,0.0
17543,162866,0.0
17544,162869,0.0
17545,162875,
17546,162879,0.0
17547,162887,0.0
17548,162890,0.0
17549,162901,
17550,162904,0.0
17551,162907,
17552,162908,0.0
17553,162913,0.0
17554,162915,0.0
17555,162919,0.0
17556,162921,0.0
17557,162925,0.0
17558,162926,
17559,162928,0.0
17560,162930,0.0
17561,162932,0.0
17562,162933,0.0
17563,162934,0.0
17564,162939,
17565,162940,1.0
17566,162943,0.0
17567,162944,
17568,162950,0.0
17569,162952,
17570,162953,
17571,162954,
17572,162957,
17573,162959,0.0
17574,162962,0.0
17575,162968,1.0
17576,162969,0.0
17577,162970,
17578,162975,0.0
17579,162977,0.0
17580,162981,1.0
17581,162986,0.0
17582,162990,
17583,162992,
17584,162997,0.0
17585,162999,
17586,163001,
17587,163002,
17588,163004,
17589,163010,0.0
17590,163012,0.0
17591,163016,0.0
17592,163020,
17593,163022,
17594,163023,0.0
17595,163026,0.0
17596,163033,0.0
17597,163040,0.0
17598,163041,0.0
17599,163045,
17600,163053,1.0
17601,163058,0.0
17602,163062,
17603,163070,0.0
17604,163075,
17605,163077,0.0
17606,163084,0.0
17607,163092,0.0
17608,163101,0.0
17609,163102,
17610,163103,0.0
17611,163104,
17612,163107,0.0
17613,163110,0.0
17614,163112,0.0
17615,163120,0.0
17616,163128,0.0
17617,163130,0.0
17618,163134,0.0
17619,163137,0.0
17620,163138,0.0
17621,163139,0.0
17622,163141,0.0
17623,163143,0.0
17624,163145,0.0
17625,163146,0.0
17626,163150,
17627,163151,0.0
17628,163154,0.0
17629,163156,
17630,163157,0.0
17631,163158,0.0
17632,163161,
17633,163162,
17634,163165,0.0
17635,163167,0.0
17636,163169,0.0
17637,163172,0.0
17638,163175,
17639,163176,0.0
17640,163179,
17641,163181,0.0
17642,163184,0.0
17643,163191,0.0
17644,163202,
17645,163203,
17646,163204,0.0
17647,163210,0.0
17648,163213,
17649,163217,0.0
17650,163227,0.0
17651,163232,0.0
17652,163236,0.0
17653,163238,0.0
17654,163239,0.0
17655,163241,0.0
17656,163244,0.0
17657,163251,0.0
17658,163255,0.0
17659,163267,0.0
17660,163275,0.0
17661,163277,
17662,163279,0.0
17663,163280,
17664,163285,0.0
17665,163290,1.0
17666,163295,0.0
17667,168285,
17668,163296,0.0
17669,163298,0.0
17670,163309,0.0
17671,163310,
17672,163313,0.0
17673,163315,0.0
17674,163325,0.0
17675,163326,0.0
17676,163329,0.0
17677,163334,
17678,163335,0.0
17679,163336,0.0
17680,163340,0.0
17681,163344,0.0
17682,163346,
17683,163351,0.0
17684,163354,0.0
17685,163356,1.0
17686,163359,1.0
17687,163361,
17688,163363,0.0
17689,163364,0.0
17690,163366,0.0
17691,163370,0.0
17692,163374,0.0
17693,163384,
17694,163388,
17695,163399,0.0
17696,163401,0.0
17697,163404,
17698,163413,
17699,163414,0.0
17700,163416,0.0
17701,163417,0.0
17702,163418,0.0
17703,163420,
17704,163424,0.0
17705,163425,1.0
17706,163427,1.0
17707,163433,
17708,163435,
17709,163436,0.0
17710,163438,0.0
17711,163441,
17712,163442,0.0
17713,163444,0.0
17714,163445,
17715,163450,0.0
17716,163458,0.0
17717,163465,0.0
17718,163471,
17719,163475,
17720,163478,
17721,163483,0.0
17722,163484,0.0
17723,163486,0.0
17724,163489,0.0
17725,163498,0.0
17726,163504,0.0
17727,163509,0.0
17728,163515,0.0
17729,163518,1.0
17730,163520,
17731,163521,1.0
17732,163526,0.0
17733,163529,0.0
17734,163530,
17735,163533,0.0
17736,163534,0.0
17737,163541,
17738,163545,0.0
17739,163546,0.0
17740,163548,0.0
17741,163550,
17742,163554,0.0
17743,163555,0.0
17744,163557,0.0
17745,163558,0.0
17746,163562,
17747,163565,0.0
17748,163573,0.0
17749,163581,
17750,163584,0.0
17751,163586,0.0
17752,163592,0.0
17753,163595,0.0
17754,163600,1.0
17755,163605,
17756,163614,
17757,163616,0.0
17758,163625,0.0
17759,163626,0.0
17760,163631,0.0
17761,163632,0.0
17762,163643,0.0
17763,163645,0.0
17764,163648,0.0
17765,163652,0.0
17766,163655,0.0
17767,163659,0.0
17768,163664,
17769,163665,0.0
17770,163670,1.0
17771,163677,0.0
17772,163678,1.0
17773,163680,
17774,163683,0.0
17775,163685,1.0
17776,163691,0.0
17777,163696,
17778,163698,0.0
17779,163699,0.0
17780,163703,0.0
17781,163705,0.0
17782,163706,0.0
17783,163719,0.0
17784,163721,0.0
17785,163723,0.0
17786,163725,0.0
17787,163727,0.0
17788,163730,0.0
17789,163732,0.0
17790,163735,0.0
17791,163739,0.0
17792,163749,
17793,163752,0.0
17794,163757,0.0
17795,163766,0.0
17796,163770,0.0
17797,163771,0.0
17798,163774,0.0
17799,163778,0.0
17800,163779,
17801,163781,0.0
17802,163785,
17803,163786,0.0
17804,163787,
17805,163789,0.0
17806,163792,0.0
17807,163797,0.0
17808,163805,0.0
17809,163809,0.0
17810,163810,
17811,163811,1.0
17812,163812,
17813,163813,
17814,163815,0.0
17815,163819,0.0
17816,163824,0.0
17817,163826,0.0
17818,163828,0.0
17819,163833,0.0
17820,163837,0.0
17821,163844,
17822,163845,
17823,163847,0.0
17824,163856,
17825,163858,0.0
17826,163859,0.0
17827,163866,0.0
17828,163867,0.0
17829,163868,0.0
17830,163870,0.0
17831,163876,0.0
17832,163878,
17833,163880,1.0
17834,163885,0.0
17835,163887,0.0
17836,163888,0.0
17837,163890,1.0
17838,163911,0.0
17839,163916,0.0
17840,163920,0.0
17841,163925,0.0
17842,163938,0.0
17843,163950,0.0
17844,163956,1.0
17845,163958,
17846,163967,0.0
17847,163969,0.0
17848,163971,0.0
17849,163972,0.0
17850,163975,0.0
17851,163979,0.0
17852,163982,
17853,163992,
17854,164008,0.0
17855,164013,0.0
17856,164017,
17857,164022,0.0
17858,164023,
17859,164024,0.0
17860,164032,0.0
17861,164039,1.0
17862,164041,1.0
17863,164043,0.0
17864,164046,0.0
17865,164047,0.0
17866,164048,0.0
17867,164054,0.0
17868,164058,0.0
17869,164060,
17870,164063,0.0
17871,164066,
17872,164068,0.0
17873,164069,0.0
17874,164073,0.0
17875,164078,0.0
17876,164081,0.0
17877,164084,
17878,164087,
17879,164088,0.0
17880,164091,
17881,164093,0.0
17882,164097,0.0
17883,164098,0.0
17884,164100,0.0
17885,164102,0.0
17886,164107,0.0
17887,164108,0.0
17888,164112,
17889,164113,0.0
17890,164115,0.0
17891,164120,0.0
17892,164121,0.0
17893,164125,0.0
17894,164126,0.0
17895,164128,
17896,164129,0.0
17897,164146,0.0
17898,164159,
17899,164160,0.0
17900,164162,0.0
17901,164165,
17902,164169,0.0
17903,164176,0.0
17904,164179,
17905,164180,0.0
17906,164184,0.0
17907,164188,0.0
17908,164189,0.0
17909,164190,0.0
17910,164192,
17911,164200,
17912,164205,0.0
17913,164211,0.0
17914,164221,
17915,164225,
17916,164226,0.0
17917,164232,
17918,164233,
17919,164234,0.0
17920,164237,0.0
17921,164239,0.0
17922,164245,
17923,164250,1.0
17924,164251,
17925,164252,
17926,164261,0.0
17927,164267,
17928,164272,1.0
17929,164282,
17930,164299,
17931,164301,0.0
17932,164306,0.0
17933,164310,0.0
17934,164313,0.0
17935,164316,0.0
17936,164317,0.0
17937,164318,
17938,164321,0.0
17939,164322,0.0
17940,164327,0.0
17941,164334,0.0
17942,164336,0.0
17943,164340,0.0
17944,164341,0.0
17945,164342,1.0
17946,164344,0.0
17947,164346,0.0
17948,164354,0.0
17949,164355,0.0
17950,164365,0.0
17951,164370,0.0
17952,164371,1.0
17953,164372,
17954,164381,0.0
17955,164383,
17956,164391,0.0
17957,164392,0.0
17958,164393,0.0
17959,164399,0.0
17960,164401,
17961,164405,0.0
17962,164406,0.0
17963,164408,0.0
17964,164412,0.0
17965,164413,0.0
17966,164414,0.0
17967,164416,0.0
17968,164420,0.0
17969,164425,0.0
17970,164426,0.0
17971,164428,0.0
17972,164431,0.0
17973,164432,0.0
17974,164435,0.0
17975,164437,0.0
17976,164440,0.0
17977,164442,0.0
17978,164444,
17979,164447,0.0
17980,164449,0.0
17981,164456,1.0
17982,164457,0.0
17983,164464,0.0
17984,164466,0.0
17985,164468,0.0
17986,164473,0.0
17987,164474,
17988,164475,0.0
17989,164478,0.0
17990,164483,0.0
17991,164486,
17992,164491,1.0
17993,164496,0.0
17994,164503,
17995,164504,0.0
17996,164505,0.0
17997,164506,
17998,164510,0.0
17999,164512,
18000,164515,0.0
18001,164519,0.0
18002,164520,0.0
18003,164521,0.0
18004,164525,0.0
18005,164529,0.0
18006,164544,0.0
18007,164551,0.0
18008,164553,0.0
18009,164559,
18010,164563,0.0
18011,164565,0.0
18012,164566,0.0
18013,164573,0.0
18014,164575,0.0
18015,164576,
18016,164579,0.0
18017,164581,1.0
18018,164582,0.0
18019,164584,0.0
18020,164590,
18021,164595,0.0
18022,164596,0.0
18023,164598,0.0
18024,164604,
18025,164612,0.0
18026,164614,1.0
18027,164615,0.0
18028,164616,0.0
18029,164617,0.0
18030,164618,0.0
18031,164621,0.0
18032,164624,0.0
18033,164627,0.0
18034,164629,0.0
18035,164636,0.0
18036,164641,0.0
18037,164649,0.0
18038,164654,0.0
18039,164656,0.0
18040,164657,
18041,164659,0.0
18042,164660,0.0
18043,164662,0.0
18044,164665,0.0
18045,164667,0.0
18046,164671,0.0
18047,164674,0.0
18048,164675,0.0
18049,164677,0.0
18050,164678,0.0
18051,164680,
18052,164681,0.0
18053,164683,0.0
18054,164686,0.0
18055,164689,0.0
18056,164698,
18057,164701,0.0
18058,164702,0.0
18059,164704,0.0
18060,164710,0.0
18061,164715,
18062,164724,0.0
18063,164725,0.0
18064,164737,1.0
18065,164742,1.0
18066,164743,
18067,164749,
18068,164752,
18069,164762,0.0
18070,164765,
18071,164767,0.0
18072,164770,0.0
18073,164773,0.0
18074,164778,0.0
18075,164790,0.0
18076,164791,
18077,164792,0.0
18078,164794,
18079,164795,0.0
18080,164796,0.0
18081,164798,0.0
18082,164804,0.0
18083,164805,0.0
18084,164807,1.0
18085,164811,0.0
18086,164820,
18087,164823,
18088,164824,0.0
18089,164831,
18090,164832,0.0
18091,164837,0.0
18092,164844,0.0
18093,164851,
18094,164852,0.0
18095,164854,1.0
18096,164858,0.0
18097,164860,1.0
18098,164861,0.0
18099,164863,0.0
18100,164869,0.0
18101,164872,0.0
18102,164874,0.0
18103,164875,0.0
18104,164876,
18105,164881,
18106,164886,0.0
18107,164893,0.0
18108,164900,0.0
18109,164904,0.0
18110,164907,0.0
18111,164912,0.0
18112,164917,0.0
18113,164919,
18114,164923,
18115,164925,0.0
18116,164926,1.0
18117,164928,0.0
18118,164930,0.0
18119,164936,0.0
18120,164941,0.0
18121,164943,0.0
18122,164945,0.0
18123,164960,
18124,164964,0.0
18125,164965,0.0
18126,164966,0.0
18127,164968,
18128,164970,0.0
18129,164986,0.0
18130,164991,0.0
18131,164994,0.0
18132,164995,0.0
18133,164997,0.0
18134,164998,0.0
18135,164999,1.0
18136,165002,1.0
18137,165005,0.0
18138,165006,0.0
18139,165013,0.0
18140,165017,1.0
18141,165025,1.0
18142,165026,0.0
18143,165030,1.0
18144,165032,0.0
18145,165039,
18146,165040,
18147,165045,
18148,165050,0.0
18149,165052,
18150,165059,
18151,165061,0.0
18152,165062,0.0
18153,165064,0.0
18154,165066,0.0
18155,165070,0.0
18156,165078,0.0
18157,165083,0.0
18158,165084,0.0
18159,165085,
18160,165088,1.0
18161,165092,0.0
18162,165094,0.0
18163,165098,0.0
18164,165109,0.0
18165,165111,0.0
18166,165112,0.0
18167,165115,
18168,165119,0.0
18169,165120,0.0
18170,165122,0.0
18171,165123,0.0
18172,165129,
18173,165134,0.0
18174,165136,
18175,165150,
18176,165151,0.0
18177,165153,0.0
18178,165155,0.0
18179,165156,0.0
18180,165165,0.0
18181,165173,0.0
18182,165174,0.0
18183,165176,0.0
18184,165178,0.0
18185,165180,1.0
18186,165181,0.0
18187,165183,
18188,165184,0.0
18189,165196,0.0
18190,165201,
18191,165207,
18192,165220,0.0
18193,165222,0.0
18194,165223,0.0
18195,165225,0.0
18196,165228,1.0
18197,165229,
18198,165236,0.0
18199,165245,0.0
18200,165248,
18201,165249,0.0
18202,165254,0.0
18203,165261,0.0
18204,165262,
18205,165265,0.0
18206,165270,
18207,165275,
18208,165277,0.0
18209,165279,0.0
18210,165281,0.0
18211,165282,
18212,165284,
18213,165285,0.0
18214,165287,0.0
18215,165289,0.0
18216,165292,0.0
18217,165294,0.0
18218,165307,
18219,165309,0.0
18220,165316,0.0
18221,165318,1.0
18222,165329,0.0
18223,165332,0.0
18224,165333,0.0
18225,165343,0.0
18226,165349,0.0
18227,165353,
18228,165356,0.0
18229,165357,0.0
18230,165360,0.0
18231,165368,
18232,165371,0.0
18233,165373,0.0
18234,165375,
18235,165377,
18236,165378,0.0
18237,165384,1.0
18238,165390,0.0
18239,165392,0.0
18240,165394,0.0
18241,165401,0.0
18242,165402,1.0
18243,165403,0.0
18244,165404,0.0
18245,165407,
18246,165409,0.0
18247,165411,
18248,165412,
18249,165414,0.0
18250,165417,0.0
18251,165418,
18252,165423,0.0
18253,165424,
18254,165429,
18255,165436,0.0
18256,165450,0.0
18257,165457,0.0
18258,165459,1.0
18259,165460,0.0
18260,165469,
18261,165473,0.0
18262,165479,
18263,165481,0.0
18264,165484,
18265,165487,1.0
18266,165488,0.0
18267,165504,1.0
18268,165510,0.0
18269,165512,0.0
18270,165524,1.0
18271,165525,0.0
18272,165526,0.0
18273,165529,
18274,165531,0.0
18275,165532,0.0
18276,165541,0.0
18277,165542,
18278,165543,0.0
18279,165546,
18280,165554,0.0
18281,165559,
18282,165562,0.0
18283,165564,
18284,165567,0.0
18285,165570,1.0
18286,165577,0.0
18287,165578,0.0
18288,165581,0.0
18289,165582,
18290,165583,0.0
18291,165584,0.0
18292,165585,0.0
18293,165590,
18294,165592,0.0
18295,165602,0.0
18296,165610,
18297,165613,
18298,165614,
18299,165618,
18300,165619,0.0
18301,165621,0.0
18302,165628,0.0
18303,165635,0.0
18304,165638,1.0
18305,165639,0.0
18306,165642,1.0
18307,165647,
18308,165659,
18309,165664,0.0
18310,165668,
18311,165670,1.0
18312,165671,0.0
18313,165673,0.0
18314,165675,0.0
18315,165676,0.0
18316,165682,0.0
18317,165688,0.0
18318,165689,0.0
18319,165693,1.0
18320,165695,
18321,165696,0.0
18322,165698,0.0
18323,165703,1.0
18324,165706,
18325,165708,
18326,165715,0.0
18327,165717,0.0
18328,165720,0.0
18329,165722,0.0
18330,165724,0.0
18331,165736,
18332,165738,0.0
18333,165742,0.0
18334,165744,0.0
18335,165747,0.0
18336,165753,0.0
18337,165757,1.0
18338,165760,
18339,165763,0.0
18340,165770,0.0
18341,165771,0.0
18342,165778,0.0
18343,165782,0.0
18344,165783,0.0
18345,165786,0.0
18346,165787,
18347,165792,0.0
18348,165794,0.0
18349,165796,
18350,165798,
18351,165799,0.0
18352,165801,0.0
18353,165805,0.0
18354,165807,0.0
18355,165815,0.0
18356,165820,0.0
18357,165824,0.0
18358,165829,
18359,165830,0.0
18360,165831,0.0
18361,165832,0.0
18362,165836,0.0
18363,165843,
18364,165844,0.0
18365,165845,0.0
18366,165849,0.0
18367,165851,
18368,165852,0.0
18369,165855,
18370,165857,0.0
18371,165859,0.0
18372,165862,0.0
18373,165872,
18374,165873,0.0
18375,165874,
18376,165876,1.0
18377,165879,0.0
18378,165881,0.0
18379,165883,0.0
18380,165885,0.0
18381,165888,0.0
18382,165891,0.0
18383,165892,0.0
18384,165900,0.0
18385,165902,0.0
18386,165903,0.0
18387,165906,0.0
18388,165909,1.0
18389,165921,0.0
18390,165922,0.0
18391,165927,0.0
18392,165929,0.0
18393,165938,
18394,165940,0.0
18395,165946,0.0
18396,165948,0.0
18397,165953,0.0
18398,165961,
18399,165963,1.0
18400,165967,
18401,165973,0.0
18402,165978,0.0
18403,165979,0.0
18404,165980,0.0
18405,165981,
18406,165982,0.0
18407,165986,
18408,165987,0.0
18409,165988,0.0
18410,165989,0.0
18411,165993,
18412,165995,0.0
18413,165996,
18414,165999,0.0
18415,166000,0.0
18416,166002,
18417,166005,0.0
18418,166013,
18419,166015,0.0
18420,166016,
18421,166017,0.0
18422,166023,
18423,166026,
18424,166031,0.0
18425,166032,0.0
18426,166039,0.0
18427,166045,0.0
18428,166051,
18429,166062,0.0
18430,166063,
18431,166064,0.0
18432,166066,0.0
18433,166068,0.0
18434,166069,
18435,166070,0.0
18436,166072,0.0
18437,166075,0.0
18438,166077,
18439,166080,0.0
18440,166081,0.0
18441,166083,0.0
18442,166085,1.0
18443,166089,0.0
18444,166097,0.0
18445,166098,0.0
18446,166102,0.0
18447,166103,0.0
18448,166109,1.0
18449,166113,0.0
18450,166114,0.0
18451,166115,
18452,166117,0.0
18453,166120,0.0
18454,166124,0.0
18455,166125,0.0
18456,166127,0.0
18457,166130,0.0
18458,166139,
18459,166140,0.0
18460,166142,0.0
18461,166144,1.0
18462,166150,0.0
18463,166151,0.0
18464,166160,0.0
18465,166161,
18466,166167,0.0
18467,166170,
18468,166171,0.0
18469,166175,0.0
18470,166183,0.0
18471,166184,0.0
18472,166185,
18473,166193,0.0
18474,166200,0.0
18475,166211,
18476,166218,0.0
18477,166224,0.0
18478,166228,
18479,166231,0.0
18480,166232,0.0
18481,166234,0.0
18482,166238,0.0
18483,166241,0.0
18484,166242,0.0
18485,166246,0.0
18486,166247,0.0
18487,166250,
18488,166253,0.0
18489,166254,
18490,166259,
18491,166261,0.0
18492,166267,0.0
18493,166273,0.0
18494,166274,0.0
18495,166276,
18496,166292,0.0
18497,166296,0.0
18498,166299,0.0
18499,166304,
18500,166305,0.0
18501,166307,0.0
18502,166308,0.0
18503,166314,
18504,166318,0.0
18505,166324,0.0
18506,166325,0.0
18507,166327,
18508,166329,
18509,166330,0.0
18510,166333,0.0
18511,166334,0.0
18512,166335,0.0
18513,166338,0.0
18514,166339,0.0
18515,166340,0.0
18516,166344,0.0
18517,166348,
18518,166355,0.0
18519,166362,0.0
18520,166368,0.0
18521,166369,0.0
18522,166370,0.0
18523,166371,0.0
18524,166376,0.0
18525,166382,0.0
18526,166383,0.0
18527,166386,0.0
18528,166389,0.0
18529,166390,0.0
18530,166392,0.0
18531,166395,0.0
18532,166396,0.0
18533,166406,0.0
18534,166409,
18535,166411,0.0
18536,166412,0.0
18537,166414,
18538,166427,0.0
18539,166430,1.0
18540,166433,
18541,166436,
18542,166442,0.0
18543,166445,0.0
18544,166458,0.0
18545,166463,0.0
18546,166465,1.0
18547,166467,0.0
18548,166470,0.0
18549,166472,0.0
18550,166473,0.0
18551,166477,0.0
18552,166486,0.0
18553,166492,0.0
18554,166493,
18555,166502,0.0
18556,166505,0.0
18557,166507,
18558,166511,0.0
18559,166513,0.0
18560,166516,0.0
18561,166519,
18562,166524,0.0
18563,166526,0.0
18564,166531,1.0
18565,166533,0.0
18566,166535,0.0
18567,166537,0.0
18568,166549,0.0
18569,166551,0.0
18570,166552,0.0
18571,166564,0.0
18572,166577,0.0
18573,166578,
18574,166586,0.0
18575,166588,0.0
18576,166598,0.0
18577,166599,
18578,166600,0.0
18579,166602,0.0
18580,166603,0.0
18581,166609,0.0
18582,166612,0.0
18583,166619,0.0
18584,166624,
18585,166628,
18586,166630,0.0
18587,166639,
18588,166643,0.0
18589,166649,
18590,166650,0.0
18591,166651,0.0
18592,166652,0.0
18593,166655,0.0
18594,166656,0.0
18595,166657,0.0
18596,166660,0.0
18597,166671,0.0
18598,166673,0.0
18599,166675,0.0
18600,166678,0.0
18601,166687,0.0
18602,166694,0.0
18603,166695,1.0
18604,166698,0.0
18605,166712,
18606,166714,0.0
18607,166715,
18608,166717,0.0
18609,166719,0.0
18610,166720,0.0
18611,166725,0.0
18612,166727,0.0
18613,166729,
18614,166730,
18615,166732,0.0
